region,crop,crop_variety,season,soil_ph,soil_moisture_pct,nitrogen_N_mg_kg,phosphorus_P_mg_kg,potassium_K_mg_kg,rainfall_mm,temperature_c,farm_size_acres,yield_value,yield_unit,yield_category
Ashanti,Tomato,Local,Major,5.96,26.7,97.6,34.3,138.1,1306.0,31.1,2.06,1728.6,kg_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Minor,6.12,65.6,28.4,5.3,159.1,1033.0,26.8,1.95,9.13,bags_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Minor,6.17,54.9,118.4,26.3,158.2,1353.3,27.6,0.5,17.84,bags_per_acre,Medium
Northern,Maize,Local,Minor,7.0,67.0,77.9,32.1,106.5,1014.9,29.6,6.03,5.38,bags_per_acre,Low
Ashanti,Tomato,Local,Major,5.36,33.3,78.2,40.4,153.8,1308.5,25.8,2.44,1521.1,kg_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Minor,6.04,41.3,17.2,20.9,53.4,1706.7,26.3,0.77,2020.5,kg_per_acre,Low
Volta,Maize,Hybrid OPV,Major,5.47,47.9,153.1,24.9,70.1,1201.0,28.1,2.54,9.28,bags_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Major,6.51,32.0,66.1,35.6,97.1,1164.3,29.6,1.59,9.82,bags_per_acre,Low
Brong-Ahafo,Tomato,Pectomech,Major,5.91,57.2,67.6,9.0,61.2,942.1,26.3,1.74,2155.8,kg_per_acre,Low
Volta,Maize,Pioneer 30G19,Major,5.92,32.2,51.8,9.7,59.5,1109.4,27.2,1.64,9.44,bags_per_acre,Low
Brong-Ahafo,Maize,Local,Major,6.07,80.6,109.6,53.5,72.3,1309.5,26.2,1.92,9.91,bags_per_acre,Low
Eastern,Tomato,Pectomech,Minor,5.83,41.6,73.9,31.2,227.7,1072.8,26.1,2.55,2286.0,kg_per_acre,Low
Northern,Tomato,Pectomech,Minor,6.22,59.5,79.3,22.2,44.3,775.0,28.9,2.87,1504.9,kg_per_acre,Low
Brong-Ahafo,Tomato,F1 Hybrid,Minor,6.41,38.1,75.4,9.4,140.2,966.0,27.6,0.71,1747.6,kg_per_acre,Low
Northern,Tomato,F1 Hybrid,Major,6.85,26.1,77.4,32.1,136.5,895.6,29.7,0.5,1957.1,kg_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Minor,5.75,69.4,139.0,54.0,158.8,1214.8,26.5,0.5,12.51,bags_per_acre,Medium
Northern,Maize,Local,Major,6.96,49.6,88.2,55.9,53.3,742.6,30.0,4.09,4.73,bags_per_acre,Low
Northern,Maize,Pioneer 30G19,Minor,7.03,68.3,101.3,31.8,87.5,845.2,28.7,5.4,10.64,bags_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Major,5.13,87.4,180.8,38.8,60.1,1354.1,27.0,2.55,11.63,bags_per_acre,Low
Western,Maize,Local,Major,5.2,59.8,124.5,38.4,193.4,1532.2,26.5,1.03,9.8,bags_per_acre,Low
Eastern,Maize,Hybrid OPV,Major,6.54,57.6,114.9,29.9,146.2,1219.3,24.1,0.5,14.83,bags_per_acre,Medium
Volta,Tomato,Pectomech,Major,6.89,42.5,99.6,27.4,160.5,845.6,27.3,1.29,2440.2,kg_per_acre,Low
Volta,Tomato,Pectomech,Minor,6.8,58.9,60.0,17.7,237.7,1023.6,28.9,2.73,2183.7,kg_per_acre,Low
Volta,Tomato,Local,Major,6.11,68.3,65.6,7.5,146.1,1091.4,29.3,0.74,1409.6,kg_per_acre,Low
Ashanti,Tomato,Pectomech,Major,5.71,64.7,83.0,13.6,60.4,1675.3,26.7,5.82,2212.0,kg_per_acre,Low
Northern,Tomato,Pectomech,Major,6.67,85.2,74.5,66.4,88.6,930.2,30.7,5.67,2097.8,kg_per_acre,Low
Ashanti,Tomato,Pectomech,Minor,5.77,35.8,65.5,38.9,160.0,1009.1,26.5,4.23,2297.0,kg_per_acre,Low
Northern,Tomato,Local,Minor,5.7,76.4,124.7,63.6,151.6,606.9,31.8,2.19,1056.9,kg_per_acre,Low
Volta,Maize,Pioneer 30G19,Minor,5.15,67.8,86.9,93.7,107.7,1113.7,28.6,1.98,11.23,bags_per_acre,Low
Eastern,Tomato,F1 Hybrid,Minor,5.96,31.6,38.1,9.0,229.6,1553.8,25.6,2.78,1705.8,kg_per_acre,Low
Western,Tomato,F1 Hybrid,Minor,4.48,48.7,99.9,12.5,70.1,1923.5,26.6,0.71,1090.8,kg_per_acre,Low
Volta,Tomato,Local,Major,5.25,39.2,57.4,10.5,111.9,922.2,27.6,2.88,1010.6,kg_per_acre,Low
Volta,Maize,Pioneer 30G19,Major,5.61,57.6,130.7,2.0,134.1,941.9,25.8,0.85,14.16,bags_per_acre,Medium
Brong-Ahafo,Tomato,Pectomech,Minor,6.35,54.3,47.2,54.3,160.8,882.2,27.6,0.98,2377.4,kg_per_acre,Low
Brong-Ahafo,Maize,Local,Major,7.08,61.6,68.3,43.5,59.6,1164.6,25.8,5.86,9.57,bags_per_acre,Low
Volta,Tomato,Local,Minor,6.26,70.6,76.6,38.1,141.4,1055.9,28.8,0.5,1601.4,kg_per_acre,Low
Brong-Ahafo,Tomato,F1 Hybrid,Minor,5.5,25.1,115.7,2.0,183.8,1181.3,28.1,3.09,1599.6,kg_per_acre,Low
Eastern,Tomato,Pectomech,Major,6.24,59.9,94.0,52.7,187.4,1277.6,29.4,2.39,2998.9,kg_per_acre,Medium
Ashanti,Maize,Hybrid OPV,Minor,6.1,52.7,35.6,49.9,165.5,1789.4,26.0,3.58,10.62,bags_per_acre,Low
Brong-Ahafo,Tomato,Pectomech,Major,5.6,52.0,108.6,59.3,111.7,1046.0,27.6,0.5,3122.4,kg_per_acre,Medium
Eastern,Tomato,Local,Major,5.77,44.8,37.9,57.0,172.3,1248.8,25.5,0.93,1995.1,kg_per_acre,Low
Brong-Ahafo,Tomato,Local,Minor,5.34,33.1,105.5,69.9,223.8,1335.2,28.5,0.5,1373.5,kg_per_acre,Low
Western,Tomato,F1 Hybrid,Major,5.85,26.2,124.5,26.9,208.1,1772.6,28.0,1.01,3401.1,kg_per_acre,Medium
Western,Tomato,Local,Minor,6.08,74.0,95.1,23.2,28.8,1627.6,26.0,1.63,1589.5,kg_per_acre,Low
Northern,Maize,Pioneer 30G19,Major,6.65,60.8,84.9,19.8,166.1,716.1,31.7,6.22,9.1,bags_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Major,5.76,45.5,105.8,26.6,145.9,1773.6,27.8,1.25,17.01,bags_per_acre,Medium
Volta,Tomato,Pectomech,Major,6.24,29.1,107.5,32.8,236.5,860.4,29.9,1.18,1776.8,kg_per_acre,Low
Brong-Ahafo,Tomato,Local,Minor,6.63,39.3,15.5,30.2,164.4,1353.4,25.3,5.85,1315.6,kg_per_acre,Low
Northern,Maize,Local,Minor,6.72,53.3,82.8,39.6,114.9,854.7,32.2,2.31,5.1,bags_per_acre,Low
Eastern,Maize,Hybrid OPV,Minor,5.49,30.0,95.6,17.8,102.8,1278.3,28.5,4.5,8.68,bags_per_acre,Low
Volta,Maize,Hybrid OPV,Major,5.87,59.6,60.4,22.9,221.5,1290.8,22.9,0.5,12.48,bags_per_acre,Medium
Northern,Maize,Local,Minor,6.26,52.2,84.4,33.6,145.7,971.2,29.9,1.51,6.64,bags_per_acre,Low
Brong-Ahafo,Maize,Local,Minor,5.72,36.2,140.9,56.0,186.9,1385.0,24.9,0.74,8.04,bags_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Minor,6.08,37.9,145.9,33.5,98.2,1411.5,27.2,2.3,16.62,bags_per_acre,Medium
Eastern,Tomato,Pectomech,Minor,5.43,68.0,61.6,5.1,214.4,1330.8,28.2,2.09,1619.6,kg_per_acre,Low
Western,Tomato,Pectomech,Minor,5.96,32.7,143.5,50.3,185.1,1888.1,22.3,9.45,2881.3,kg_per_acre,Medium
Western,Maize,Hybrid OPV,Major,5.45,46.8,100.6,31.9,185.0,2336.2,23.2,4.11,13.29,bags_per_acre,Medium
Eastern,Tomato,Pectomech,Major,4.61,45.1,54.3,70.6,111.3,1025.6,26.8,0.5,1258.4,kg_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Major,6.22,38.4,97.5,5.6,151.0,1377.2,28.2,6.55,16.54,bags_per_acre,Medium
Brong-Ahafo,Maize,Pioneer 30G19,Minor,5.67,49.6,100.3,29.2,114.0,1267.5,29.5,1.17,16.1,bags_per_acre,Medium
Brong-Ahafo,Tomato,F1 Hybrid,Minor,6.66,18.9,63.9,81.4,162.1,1308.2,29.0,3.48,2138.5,kg_per_acre,Low
Western,Maize,Local,Minor,5.28,68.0,51.8,44.1,88.1,1884.8,23.5,3.45,7.32,bags_per_acre,Low
Western,Tomato,Local,Minor,5.24,44.4,87.1,72.8,143.1,1615.0,26.1,0.5,1749.2,kg_per_acre,Low
Ashanti,Maize,Hybrid OPV,Major,5.57,54.2,35.2,19.6,178.3,1356.9,28.3,1.75,11.46,bags_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Minor,7.1,48.5,62.4,21.3,99.8,1104.9,25.3,7.84,11.93,bags_per_acre,Low
Brong-Ahafo,Tomato,Local,Major,5.65,44.0,158.0,100.0,112.5,1138.2,24.7,0.96,1806.9,kg_per_acre,Low
Volta,Tomato,Pectomech,Minor,4.96,70.2,98.7,14.4,139.1,1324.2,30.4,0.79,1227.3,kg_per_acre,Low
Ashanti,Tomato,Local,Minor,6.23,59.6,97.1,16.8,73.5,1382.5,26.7,3.36,1543.0,kg_per_acre,Low
Eastern,Maize,Pioneer 30G19,Minor,5.54,65.4,81.4,28.5,112.4,1283.3,26.3,0.93,13.18,bags_per_acre,Medium
Ashanti,Tomato,Local,Major,5.75,44.5,136.0,40.9,199.7,1452.0,24.8,2.27,2075.1,kg_per_acre,Low
Brong-Ahafo,Tomato,F1 Hybrid,Minor,7.27,52.8,101.5,29.7,114.2,1033.3,27.3,2.77,3003.4,kg_per_acre,Medium
Northern,Tomato,Local,Major,6.46,69.6,148.5,30.2,174.0,950.9,29.5,0.5,1773.1,kg_per_acre,Low
Western,Maize,Hybrid OPV,Minor,5.72,26.6,78.5,58.0,116.2,1730.1,27.5,1.06,9.52,bags_per_acre,Low
Ashanti,Maize,Hybrid OPV,Minor,5.1,45.3,138.2,11.1,172.4,1520.1,25.5,1.99,9.4,bags_per_acre,Low
Brong-Ahafo,Tomato,Local,Minor,6.19,65.0,107.6,34.0,131.0,1026.7,29.4,2.11,2294.1,kg_per_acre,Low
Western,Maize,Local,Minor,6.54,58.9,100.0,51.2,115.5,1629.7,24.9,1.07,10.61,bags_per_acre,Low
Western,Tomato,Pectomech,Minor,6.89,65.4,51.7,52.3,164.5,1777.1,24.7,0.5,2930.1,kg_per_acre,Medium
Northern,Tomato,F1 Hybrid,Major,6.93,32.0,140.4,49.5,123.6,616.5,30.9,2.25,1924.6,kg_per_acre,Low
Volta,Tomato,Local,Major,6.45,44.5,111.2,24.5,129.7,1325.9,26.7,1.56,1702.0,kg_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Major,5.91,65.8,84.9,65.2,50.2,1397.8,24.6,1.01,18.68,bags_per_acre,Medium
Western,Tomato,Pectomech,Minor,6.06,81.8,172.1,18.0,115.0,2071.3,26.4,4.58,2558.7,kg_per_acre,Medium
Brong-Ahafo,Maize,Pioneer 30G19,Minor,6.12,68.7,108.5,11.6,122.3,1522.8,27.4,4.61,13.85,bags_per_acre,Medium
Eastern,Tomato,Local,Major,5.23,61.9,77.5,31.6,232.1,1086.8,27.8,12.21,1732.9,kg_per_acre,Low
Volta,Maize,Hybrid OPV,Major,6.06,10.0,148.2,2.0,145.9,1230.6,28.8,2.58,5.46,bags_per_acre,Low
Ashanti,Tomato,Pectomech,Minor,6.25,60.5,97.8,33.0,154.0,944.2,27.5,2.79,2895.0,kg_per_acre,Medium
Western,Maize,Local,Major,4.42,46.6,198.1,30.4,190.7,2117.2,26.1,0.5,4.17,bags_per_acre,Low
Brong-Ahafo,Tomato,Local,Major,6.73,50.1,119.0,2.0,151.7,1477.2,26.2,0.51,1619.0,kg_per_acre,Low
Northern,Maize,Local,Major,5.29,60.2,124.3,45.9,93.8,865.8,28.4,1.57,6.06,bags_per_acre,Low
Brong-Ahafo,Maize,Local,Major,6.6,65.9,137.1,71.7,32.6,1003.2,26.0,0.5,9.68,bags_per_acre,Low
Eastern,Maize,Pioneer 30G19,Minor,5.92,71.0,129.9,38.0,196.7,1543.6,26.2,0.5,15.54,bags_per_acre,Medium
Ashanti,Tomato,F1 Hybrid,Major,5.55,51.1,124.1,77.4,161.9,948.0,26.4,0.5,4321.6,kg_per_acre,Medium
Northern,Maize,Pioneer 30G19,Major,7.75,72.1,163.1,41.9,228.2,780.2,29.0,4.52,9.48,bags_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Major,6.18,35.5,105.8,23.5,149.4,1421.9,25.0,0.71,15.82,bags_per_acre,Medium
Volta,Tomato,Local,Minor,6.17,55.0,89.3,42.1,121.4,1195.8,26.6,1.69,1574.2,kg_per_acre,Low
Volta,Tomato,F1 Hybrid,Major,6.25,56.8,88.4,43.8,141.5,1051.0,26.0,1.65,3607.9,kg_per_acre,Medium
Brong-Ahafo,Maize,Pioneer 30G19,Major,5.76,75.1,108.9,53.2,148.8,1500.5,26.7,1.2,18.64,bags_per_acre,Medium
Western,Tomato,Pectomech,Major,6.03,72.1,100.6,22.0,178.6,1499.4,24.2,0.58,3599.1,kg_per_acre,Medium
Western,Tomato,Pectomech,Major,5.14,58.5,81.1,2.0,156.3,1483.3,26.0,2.74,1854.1,kg_per_acre,Low
Brong-Ahafo,Maize,Local,Major,5.56,74.1,37.0,61.9,195.2,1343.7,26.2,2.67,8.76,bags_per_acre,Low
Volta,Tomato,Local,Major,6.55,56.9,111.7,57.0,102.7,1223.0,29.5,2.43,2238.1,kg_per_acre,Low
Northern,Tomato,Pectomech,Minor,6.5,30.0,99.3,51.0,118.1,932.3,29.8,0.5,1709.3,kg_per_acre,Low
Ashanti,Maize,Local,Minor,5.08,55.0,104.5,62.4,195.3,1496.6,27.6,1.9,8.17,bags_per_acre,Low
Western,Maize,Local,Minor,5.55,60.1,46.9,22.2,108.0,1798.5,26.2,5.72,9.0,bags_per_acre,Low
Western,Maize,Hybrid OPV,Minor,5.34,52.1,124.0,47.4,183.6,1525.1,27.2,4.66,13.32,bags_per_acre,Medium
Brong-Ahafo,Maize,Pioneer 30G19,Minor,5.68,59.6,88.4,25.0,190.9,1000.0,26.6,1.39,16.62,bags_per_acre,Medium
Volta,Tomato,Local,Minor,6.16,45.3,63.6,24.5,130.5,1307.8,28.1,5.57,1431.3,kg_per_acre,Low
Eastern,Maize,Local,Major,6.07,53.2,145.7,84.5,60.5,1325.0,27.1,0.91,10.24,bags_per_acre,Low
Ashanti,Maize,Local,Major,6.08,36.6,140.6,17.7,183.3,1476.9,25.5,2.79,11.53,bags_per_acre,Low
Eastern,Maize,Hybrid OPV,Minor,5.77,47.9,19.0,52.9,141.6,1432.1,22.7,3.06,8.82,bags_per_acre,Low
Northern,Tomato,Pectomech,Major,6.19,46.6,121.9,56.5,104.4,915.6,30.5,8.3,2671.0,kg_per_acre,Medium
Northern,Maize,Pioneer 30G19,Minor,5.42,78.2,68.8,26.9,144.1,987.5,32.4,3.42,7.35,bags_per_acre,Low
Eastern,Tomato,Pectomech,Minor,6.42,79.6,120.0,44.9,118.0,1341.3,26.3,3.19,2517.3,kg_per_acre,Medium
Brong-Ahafo,Maize,Pioneer 30G19,Major,5.49,34.5,93.7,29.3,20.0,1511.5,24.2,0.5,12.2,bags_per_acre,Medium
Ashanti,Maize,Pioneer 30G19,Minor,5.6,50.3,110.2,52.3,64.0,1339.8,25.8,1.99,15.18,bags_per_acre,Medium
Eastern,Tomato,F1 Hybrid,Major,6.16,75.9,83.0,76.0,152.4,1250.6,30.5,11.54,4666.8,kg_per_acre,Medium
Eastern,Tomato,F1 Hybrid,Minor,6.22,69.9,70.1,21.4,152.8,1566.7,24.9,2.48,3458.4,kg_per_acre,Medium
Volta,Maize,Pioneer 30G19,Minor,6.16,50.9,95.6,28.4,74.9,1419.2,27.2,5.15,11.64,bags_per_acre,Low
Volta,Tomato,F1 Hybrid,Major,6.54,45.3,118.4,43.0,201.0,1124.6,32.5,0.5,4022.3,kg_per_acre,Medium
Western,Tomato,F1 Hybrid,Major,6.06,64.5,94.8,20.4,105.7,1863.9,26.1,2.93,4702.5,kg_per_acre,Medium
Eastern,Tomato,Local,Major,5.89,65.4,64.4,5.8,145.0,1236.2,29.6,3.78,1765.5,kg_per_acre,Low
Western,Tomato,Local,Minor,6.14,61.8,85.3,11.9,92.5,2053.5,25.1,2.35,1675.1,kg_per_acre,Low
Eastern,Maize,Hybrid OPV,Major,6.14,28.1,49.8,48.1,165.3,1573.6,24.6,0.5,10.06,bags_per_acre,Low
Northern,Maize,Hybrid OPV,Major,5.75,59.9,77.1,49.1,199.7,845.9,31.2,6.53,10.79,bags_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Major,5.33,45.8,91.4,37.2,120.1,1471.2,27.5,2.94,3637.9,kg_per_acre,Medium
Eastern,Maize,Pioneer 30G19,Major,5.73,73.1,55.6,71.6,150.3,1165.5,27.0,0.91,14.23,bags_per_acre,Medium
Eastern,Tomato,Pectomech,Major,5.97,74.0,81.8,10.3,142.1,1400.2,28.2,0.5,2694.6,kg_per_acre,Medium
Volta,Maize,Hybrid OPV,Minor,6.84,46.6,62.3,49.4,114.6,1186.9,27.7,0.89,9.67,bags_per_acre,Low
Northern,Tomato,F1 Hybrid,Minor,7.03,65.5,128.1,42.8,205.8,953.0,32.1,0.5,2667.6,kg_per_acre,Medium
Ashanti,Tomato,Pectomech,Major,5.95,28.1,59.6,32.5,90.7,1290.2,28.9,0.5,2037.7,kg_per_acre,Low
Northern,Tomato,Pectomech,Minor,5.48,47.7,151.2,29.5,135.3,1124.4,29.3,0.69,1847.1,kg_per_acre,Low
Volta,Maize,Local,Major,6.09,64.4,59.4,63.5,146.0,921.9,27.5,5.16,8.24,bags_per_acre,Low
Eastern,Maize,Hybrid OPV,Minor,6.16,50.6,133.7,7.6,91.4,1243.9,28.0,1.51,9.93,bags_per_acre,Low
Volta,Maize,Local,Major,6.36,80.8,124.5,8.5,165.5,947.5,27.8,1.28,7.23,bags_per_acre,Low
Ashanti,Maize,Hybrid OPV,Minor,6.27,85.3,100.1,16.7,111.5,1257.9,27.2,0.58,9.08,bags_per_acre,Low
Volta,Maize,Local,Major,6.19,48.8,19.3,14.5,112.5,1212.7,27.8,1.78,5.63,bags_per_acre,Low
Northern,Tomato,F1 Hybrid,Major,6.08,52.2,61.2,36.4,109.1,923.5,30.8,2.63,3150.8,kg_per_acre,Medium
Western,Tomato,Local,Major,5.86,52.4,60.0,29.0,130.1,1497.5,25.1,2.7,2296.8,kg_per_acre,Low
Northern,Maize,Pioneer 30G19,Major,7.72,62.1,79.0,61.1,251.0,1020.9,26.9,14.62,11.89,bags_per_acre,Low
Eastern,Maize,Hybrid OPV,Minor,5.2,75.1,62.9,2.0,110.1,1108.8,25.6,0.5,6.53,bags_per_acre,Low
Ashanti,Tomato,Local,Major,6.59,73.5,80.5,35.9,80.2,1611.1,27.5,1.05,2471.2,kg_per_acre,Low
Brong-Ahafo,Tomato,Pectomech,Major,6.67,46.2,86.5,23.9,127.7,1240.9,28.3,0.72,2985.2,kg_per_acre,Medium
Eastern,Tomato,Pectomech,Minor,6.34,61.6,121.8,57.8,137.4,1235.6,27.7,2.34,2895.3,kg_per_acre,Medium
Volta,Maize,Hybrid OPV,Major,6.18,43.0,5.0,47.4,130.9,1301.6,26.2,4.3,7.51,bags_per_acre,Low
Brong-Ahafo,Tomato,Local,Minor,6.12,55.9,50.4,26.7,136.2,1207.5,29.1,2.02,1807.9,kg_per_acre,Low
Western,Tomato,Pectomech,Minor,6.35,47.3,63.7,13.4,149.7,1571.2,28.6,3.59,2271.9,kg_per_acre,Low
Brong-Ahafo,Tomato,Local,Major,6.58,32.7,148.9,6.6,180.5,957.3,28.1,0.5,1561.4,kg_per_acre,Low
Western,Maize,Hybrid OPV,Minor,7.26,58.6,93.7,44.5,269.1,1581.4,24.1,0.76,13.05,bags_per_acre,Medium
Northern,Tomato,F1 Hybrid,Major,6.58,38.8,119.8,48.6,134.7,735.2,28.9,1.38,2953.7,kg_per_acre,Medium
Western,Tomato,F1 Hybrid,Major,6.48,34.9,74.2,7.1,126.4,1898.6,23.8,3.9,3006.5,kg_per_acre,Medium
Ashanti,Tomato,Local,Major,5.74,59.4,141.8,12.9,109.9,1372.8,24.4,1.22,1947.0,kg_per_acre,Low
Western,Maize,Local,Major,5.42,55.1,104.4,16.8,199.9,1584.4,23.4,2.63,10.66,bags_per_acre,Low
Northern,Tomato,Local,Major,6.32,72.8,41.3,26.0,83.3,1044.2,28.0,4.46,1151.1,kg_per_acre,Low
Northern,Tomato,Pectomech,Minor,5.6,43.9,58.0,55.6,138.4,1093.5,28.5,1.77,2010.0,kg_per_acre,Low
Brong-Ahafo,Maize,Local,Major,6.0,29.1,81.2,39.7,108.7,933.5,25.9,6.57,8.86,bags_per_acre,Low
Western,Tomato,Pectomech,Minor,4.39,52.3,139.2,45.5,154.5,1421.1,24.7,4.21,1200.3,kg_per_acre,Low
Western,Tomato,Pectomech,Minor,4.65,37.5,125.9,2.0,195.3,1914.7,27.8,1.91,865.2,kg_per_acre,Low
Eastern,Maize,Local,Minor,5.6,46.0,161.2,29.1,122.9,1280.4,24.9,1.63,9.16,bags_per_acre,Low
Eastern,Tomato,Pectomech,Minor,5.76,76.6,76.9,87.7,133.5,1649.7,28.2,2.38,2767.3,kg_per_acre,Medium
Northern,Maize,Hybrid OPV,Major,7.48,67.2,9.4,49.7,213.7,873.9,29.7,4.28,5.86,bags_per_acre,Low
Eastern,Maize,Pioneer 30G19,Minor,6.22,52.1,91.9,33.8,68.4,1042.5,27.5,3.15,14.47,bags_per_acre,Medium
Volta,Maize,Local,Major,5.43,36.6,53.5,73.8,164.8,1212.6,29.5,1.71,7.17,bags_per_acre,Low
Volta,Maize,Pioneer 30G19,Major,5.94,42.1,100.8,35.6,102.0,1293.9,30.6,4.33,17.3,bags_per_acre,Medium
Western,Tomato,Pectomech,Minor,5.83,28.4,103.5,48.5,40.8,1505.3,23.9,2.51,1952.2,kg_per_acre,Low
Northern,Tomato,F1 Hybrid,Major,6.49,34.4,95.3,44.6,100.6,1136.7,28.2,1.55,2662.3,kg_per_acre,Medium
Brong-Ahafo,Tomato,Pectomech,Minor,5.72,51.8,66.6,27.6,112.2,1163.7,28.6,2.83,2213.3,kg_per_acre,Low
Western,Tomato,Pectomech,Minor,4.92,55.5,10.6,29.7,154.2,1685.4,24.2,0.5,1439.2,kg_per_acre,Low
Northern,Maize,Local,Major,6.56,54.8,109.6,5.4,85.6,959.2,30.6,2.09,5.43,bags_per_acre,Low
Brong-Ahafo,Tomato,F1 Hybrid,Minor,6.36,57.6,100.9,34.0,213.1,990.0,28.7,0.5,3891.5,kg_per_acre,Medium
Volta,Tomato,Local,Minor,5.51,75.6,174.7,43.5,124.4,1066.1,25.2,0.5,1521.4,kg_per_acre,Low
Eastern,Tomato,F1 Hybrid,Minor,5.7,42.6,84.8,26.5,92.7,1060.7,29.3,2.32,3118.2,kg_per_acre,Medium
Brong-Ahafo,Maize,Pioneer 30G19,Major,5.98,79.8,43.4,37.1,143.6,1028.7,28.2,0.5,13.54,bags_per_acre,Medium
Volta,Tomato,Pectomech,Major,6.39,21.1,163.3,28.4,120.6,1517.5,25.8,1.18,1499.2,kg_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Minor,6.57,79.6,148.5,2.0,113.0,984.5,28.6,0.76,10.97,bags_per_acre,Low
Northern,Tomato,F1 Hybrid,Major,6.15,36.3,110.9,33.6,56.3,687.6,28.1,7.55,2403.6,kg_per_acre,Low
Brong-Ahafo,Tomato,Local,Major,6.63,64.9,50.9,79.1,108.8,1429.7,28.4,0.5,1884.5,kg_per_acre,Low
Northern,Tomato,Pectomech,Major,5.34,35.0,115.7,9.6,111.3,1172.5,29.4,2.38,1334.9,kg_per_acre,Low
Volta,Maize,Pioneer 30G19,Minor,6.08,57.9,111.5,47.9,175.7,1184.1,28.2,0.77,14.54,bags_per_acre,Medium
Volta,Tomato,F1 Hybrid,Major,5.81,35.9,68.0,45.3,100.6,1070.8,30.9,5.02,3128.1,kg_per_acre,Medium
Eastern,Maize,Local,Minor,6.48,52.1,113.1,46.0,112.6,886.6,28.9,4.73,9.29,bags_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Minor,5.89,74.4,95.9,28.3,96.3,1345.6,25.9,1.78,15.48,bags_per_acre,Medium
Volta,Maize,Hybrid OPV,Major,6.38,32.2,75.6,56.0,137.3,836.7,26.0,5.23,11.34,bags_per_acre,Low
Volta,Maize,Local,Minor,6.16,35.0,148.2,21.0,143.8,972.1,24.8,0.66,6.6,bags_per_acre,Low
Western,Tomato,Pectomech,Major,5.55,43.8,61.9,14.4,166.6,2302.0,25.0,0.68,2299.7,kg_per_acre,Low
Volta,Tomato,Local,Major,6.58,46.2,84.5,13.1,36.9,1095.1,26.4,4.81,1375.7,kg_per_acre,Low
Brong-Ahafo,Tomato,F1 Hybrid,Minor,7.37,47.9,163.4,21.2,21.4,1107.3,26.1,0.5,2103.2,kg_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Minor,6.43,22.9,61.3,69.8,152.6,1285.7,27.5,0.67,7.67,bags_per_acre,Low
Ashanti,Tomato,Pectomech,Major,5.31,63.9,129.9,20.4,73.8,1345.5,26.5,9.3,2232.3,kg_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Minor,6.12,65.9,70.8,6.1,97.6,1252.2,29.1,0.5,11.58,bags_per_acre,Low
Brong-Ahafo,Tomato,F1 Hybrid,Major,5.85,34.7,5.0,74.5,84.0,1354.2,25.8,0.54,2257.1,kg_per_acre,Low
Western,Maize,Local,Minor,5.94,37.9,74.6,30.9,218.3,1342.2,27.6,2.58,9.12,bags_per_acre,Low
Western,Tomato,F1 Hybrid,Minor,6.31,43.4,140.9,3.4,107.6,1731.5,26.0,2.22,2540.7,kg_per_acre,Medium
Eastern,Tomato,F1 Hybrid,Minor,6.09,24.0,56.7,17.5,89.2,1506.2,26.7,2.54,1796.0,kg_per_acre,Low
Volta,Maize,Pioneer 30G19,Major,5.57,43.8,168.1,40.6,247.0,1081.4,27.4,9.13,16.91,bags_per_acre,Medium
Eastern,Maize,Hybrid OPV,Major,5.9,36.5,85.5,50.8,129.2,1513.2,27.3,3.36,13.36,bags_per_acre,Medium
Western,Tomato,Local,Major,6.5,49.2,29.8,51.8,222.7,1657.8,25.1,0.5,2365.6,kg_per_acre,Low
Brong-Ahafo,Maize,Local,Minor,5.93,43.7,37.8,37.6,52.8,1345.6,28.1,1.56,7.08,bags_per_acre,Low
Eastern,Maize,Hybrid OPV,Minor,6.89,72.1,101.9,14.1,136.7,1326.2,26.2,1.47,10.08,bags_per_acre,Low
Northern,Maize,Hybrid OPV,Major,5.86,54.7,90.4,34.2,186.0,1153.0,30.1,0.5,8.69,bags_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Minor,5.93,52.2,58.6,48.0,123.3,1475.5,25.2,0.91,15.21,bags_per_acre,Medium
Ashanti,Maize,Pioneer 30G19,Major,5.49,40.8,138.7,51.4,116.2,1604.1,24.9,3.12,16.58,bags_per_acre,Medium
Volta,Tomato,Pectomech,Minor,6.47,28.6,60.6,14.4,124.7,1031.2,26.6,0.62,1293.0,kg_per_acre,Low
